,potential_V,current_A,j_A/mm2,abs_j_A/mm2,progress,renorm_potential_V
2843,1.620457,0.02145115,0.00012965034320337035,0.00012965034320337035,0.7276474318325935,0.17800800000000017
2844,1.619472,0.02129703,0.00012871884485039147,0.00012871884485039147,0.7279644895370958,0.17899300000000018
2845,1.618462,0.02114442,0.00012779647290873488,0.00012779647290873488,0.728281547241598,0.18000300000000014
2846,1.617444,0.02099681,0.00012690432087211916,0.00012690432087211916,0.7285986049461002,0.1810210000000001
2847,1.6164020000000001,0.02086386,0.00012610077359708318,0.00012610077359708318,0.7289156626506024,0.18206300000000009
2848,1.615402,0.02074533,0.00012538438052818498,0.00012538438052818498,0.7292327203551047,0.1830630000000002
2849,1.6143969999999999,0.02059427,0.00012447137675709107,0.00012447137675709107,0.7295497780596069,0.18406800000000034
2850,1.6133959999999998,0.02045862,0.00012365151073333303,0.00012365151073333303,0.729866835764109,0.18506900000000037
2851,1.612367,0.02032838,0.00012286434264682919,0.00012286434264682919,0.7301838934686112,0.1860980000000001
2852,1.611365,0.0202071,0.00012213132863015853,0.00012213132863015853,0.7305009511731135,0.18710000000000027
2853,1.610314,0.02009209,0.00012143621037440909,0.00012143621037440909,0.7308180088776157,0.18815100000000018
2854,1.6093469999999999,0.01996767,0.00012068421825737279,0.00012068421825737279,0.7311350665821179,0.18911800000000034
2855,1.608324,0.01985843,0.00012002397377204047,0.00012002397377204047,0.7314521242866202,0.19014100000000012
2856,1.6072739999999999,0.01975546,0.00011940162504762937,0.00011940162504762937,0.7317691819911224,0.19119100000000033
2857,1.606257,0.01964606,0.00011874041352533576,0.00011874041352533576,0.7320862396956246,0.19220800000000016
